target,discovered,wrong letters,number of hits,lives remaining,game won
pupal,"['p', 'u', 'p', 'a', 'l']","['e', 's', 'o', 'i', 'y', 'r', 'c', 'n', 'm']",5,1,True
commentate,"['c', 'o', 'm', 'm', 'e', 'n', 't', 'a', 't', 'e']","['s', 'i', 'r', 'l', 'd']",10,5,True
suntans,"['s', 'u', 'n', 't', 'a', 'n', 's']","['e', 'i', 'o', 'r', 'l']",7,5,True
lorries,"['l', 'o', 'r', 'r', 'i', 'e', 's']","['a', 'n', 't', 'd']",7,6,True
frenetically,"['f', 'r', 'e', 'n', 'e', 't', 'i', 'c', 'a', 'l', 'l', 'y']","['s', 'o', 'g', 'u', 'm', 'd', 'p', 'b']",12,2,True
ripe,"['r', 'i', 'p', 'e']","['s', 'a', 'o', 'l', 't', 'd', 'u', 'n']",4,2,True
disappointingly,"['d', 'i', 's', 'a', 'p', 'p', 'o', 'i', 'n', 't', 'i', 'n', 'g', 'l', 'y']","['e', 'r', 'c', 'h', 'u', 'm']",15,4,True
killer,"['_', 'i', 'l', 'l', 'e', 'r']","['s', 'a', 'o', 'd', 'n', 't', 'u', 'p', 'y', 'c']",5,0,False
misconstructions,"['m', 'i', 's', 'c', 'o', 'n', 's', 't', 'r', 'u', 'c', 't', 'i', 'o', 'n', 's']","['e', 'a']",16,8,True
spurting,"['s', 'p', 'u', 'r', 't', 'i', 'n', 'g']","['e', 'a', 'o', 'l', 'c', 'm', 'd', 'h']",8,2,True
honorifics,"['h', 'o', 'n', 'o', 'r', 'i', 'f', 'i', 'c', 's']","['e', 'a', 't', 'g', 'l', 'm', 'p', 'u', 'w']",10,1,True
happenstance,"['h', 'a', 'p', 'p', 'e', 'n', 's', 't', 'a', 'n', 'c', 'e']","['i', 'r', 'l', 'o', 'm']",12,5,True
rivulet,"['r', 'i', '_', 'u', 'l', 'e', 't']","['s', 'n', 'a', 'd', 'o', 'c', 'p', 'f', 'b', 'g']",6,0,False
carvings,"['c', 'a', 'r', '_', 'i', 'n', 'g', 's']","['e', 'o', 'l', 't', 'h', 'd', 'm', 'u', 'p', 'b']",7,0,False
counterfeiting,"['c', 'o', 'u', 'n', 't', 'e', 'r', 'f', 'e', 'i', 't', 'i', 'n', 'g']","['s', 'a', 'l', 'd', 'p']",14,5,True
smarmier,"['s', 'm', 'a', 'r', 'm', 'i', 'e', 'r']","['n', 't', 'l', 'd', 'o', 'c', 'p', 'u']",8,2,True
confluences,"['c', 'o', 'n', 'f', 'l', 'u', 'e', 'n', 'c', 'e', 's']","['i', 'r', 'a', 't', 'd', 'h', 'p']",11,3,True
decrescendos,"['d', 'e', 'c', 'r', 'e', 's', 'c', 'e', 'n', 'd', 'o', 's']","['i', 't', 'a', 'u']",12,6,True
twee,"['t', '_', 'e', 'e']","['s', 'a', 'o', 'i', 'u', 'l', 'r', 'd', 'n', 'p']",3,0,False
ricked,"['r', 'i', 'c', '_', 'e', 'd']","['s', 'a', 'o', 'n', 'l', 't', 'u', 'p', 'g', 'b']",5,0,False
devil,"['d', 'e', '_', 'i', 'l']","['s', 'a', 'o', 'r', 'u', 't', 'n', 'y', 'c', 'b']",4,0,False
hysteresis,"['h', '_', 's', 't', 'e', 'r', 'e', 's', 'i', 's']","['a', 'n', 'o', 'l', 'c', 'u', 'p', 'd', 'm', 'g']",9,0,False
kooky,"['_', 'o', 'o', '_', 'y']","['e', 's', 'a', 'i', 'u', 'r', 'l', 'h', 'd', 'b']",3,0,False
emphasis,"['e', 'm', 'p', 'h', 'a', 's', 'i', 's']","['r', 'n', 'l', 't', 'd', 'c', 'o', 'u']",8,2,True
jots,"['_', 'o', 't', 's']","['e', 'a', 'i', 'u', 'l', 'r', 'n', 'p', 'b', 'h']",3,0,False
differences,"['d', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 'c', 'e', 's']","['a', 'o', 't', 'l', 'u', 'g', 'p']",11,3,True
clerk,"['c', 'l', 'e', 'r', '_']","['s', 'a', 'o', 'i', 'u', 't', 'y', 'd', 'h', 'v']",4,0,False
faunae,"['_', 'a', 'u', 'n', 'a', 'e']","['s', 'r', 'd', 'i', 'l', 'o', 't', 'h', 'm', 'p']",5,0,False
feminism,"['_', 'e', 'm', 'i', 'n', 'i', 's', 'm']","['a', 'r', 'o', 't', 'l', 'd', 'g', 'c', 'u', 'h']",7,0,False
vended,"['_', 'e', 'n', 'd', 'e', 'd']","['s', 'r', 'l', 'i', 'a', 'o', 'u', 't', 'p', 'w']",5,0,False
nitrate,"['n', 'i', 't', 'r', 'a', 't', 'e']","['s', 'l']",7,8,True
munches,"['m', 'u', 'n', 'c', 'h', 'e', 's']","['i', 'a', 'o', 'r', 'l', 'd', 't']",7,3,True
corkscrews,"['c', 'o', 'r', '_', 's', 'c', 'r', 'e', '_', 's']","['i', 'a', 'n', 't', 'l', 'p', 'h', 'd', 'u', 'f']",8,0,False
crapped,"['c', 'r', 'a', 'p', 'p', 'e', 'd']","['s', 'i', 'o', 'l', 't', 'n', 'u', 'g', 'h']",7,1,True
applying,"['a', '_', '_', 'l', '_', 'i', 'n', 'g']","['e', 's', 'o', 'r', 't', 'c', 'd', 'u', 'b', 'f']",5,0,False
stilettos,"['s', 't', 'i', 'l', 'e', 't', 't', 'o', 's']","['a', 'n', 'r']",9,7,True
anointed,"['a', 'n', 'o', 'i', 'n', 't', 'e', 'd']","['s', 'r', 'l']",8,7,True
whom,"['_', 'h', 'o', 'm']","['e', 's', 'a', 'l', 'i', 'u', 'r', 'n', 'k', 'b']",3,0,False
speedster,"['s', 'p', 'e', 'e', 'd', 's', 't', 'e', 'r']","['i', 'a', 'o', 'u', 'n', 'l']",9,4,True
fronting,"['_', 'r', 'o', 'n', 't', 'i', 'n', 'g']","['e', 'a', 's', 'l', 'u', 'c', 'w', 'p', 'd', 'm']",7,0,False
telegraphers,"['t', 'e', 'l', 'e', 'g', 'r', 'a', 'p', 'h', 'e', 'r', 's']","['i', 'o', 'n', 'u', 'd', 'c', 'b', 'k', 'm']",12,1,True
viscera,"['_', 'i', 's', 'c', 'e', 'r', 'a']","['n', 't', 'l', 'd', 'o', 'u', 'p', 'h', 'b', 'm']",6,0,False
telecasters,"['t', 'e', 'l', 'e', 'c', 'a', 's', 't', 'e', 'r', 's']","['i', 'o', 'n', 'd']",11,6,True
refractories,"['r', 'e', 'f', 'r', 'a', 'c', 't', 'o', 'r', 'i', 'e', 's']","['n', 'l', 'p', 'd', 'h', 'm', 'u']",12,3,True
manipulate,"['m', 'a', 'n', 'i', 'p', 'u', 'l', 'a', 't', 'e']","['s', 'r', 'o', 'c', 'g', 'd', 'y', 'b', 'f']",10,1,True
continental,"['c', 'o', 'n', 't', 'i', 'n', 'e', 'n', 't', 'a', 'l']","['s', 'r']",11,8,True
capriciousness,"['c', 'a', 'p', 'r', 'i', 'c', 'i', 'o', 'u', 's', 'n', 'e', 's', 's']","['t', 'l', 'h', 'm']",14,6,True
popgun,"['p', 'o', 'p', '_', 'u', 'n']","['e', 's', 'i', 'a', 'r', 'l', 't', 'c', 'b', 'm']",5,0,False
shrove,"['s', '_', 'r', 'o', '_', 'e']","['i', 'a', 'u', 'd', 't', 'l', 'c', 'n', 'p', 'b']",4,0,False
overworks,"['o', '_', 'e', 'r', 'w', 'o', 'r', '_', 's']","['i', 'a', 't', 'u', 'd', 'l', 'n', 'p', 'c', 'h']",7,0,False
treasure,"['t', 'r', 'e', 'a', 's', 'u', 'r', 'e']","['i', 'o', 'l', 'd', 'n', 'c']",8,4,True
trumpets,"['t', 'r', 'u', 'm', 'p', 'e', 't', 's']","['i', 'a', 'o', 'd', 'l', 'n', 'c']",8,3,True
fireproofing,"['f', 'i', 'r', 'e', 'p', 'r', 'o', 'o', 'f', 'i', 'n', 'g']","['s', 'a', 't', 'd', 'c', 'l']",12,4,True
jitterbug,"['_', 'i', 't', 't', 'e', 'r', 'b', 'u', '_']","['s', 'n', 'a', 'o', 'd', 'l', 'c', 'p', 'h', 'm']",7,0,False
anorexic,"['a', 'n', 'o', 'r', 'e', '_', 'i', 'c']","['s', 'l', 't', 'd', 'g', 'm', 'p', 'b', 'f', 'v']",7,0,False
attains,"['a', 't', 't', 'a', 'i', 'n', 's']","['e', 'o', 'g', 'l']",7,6,True
eucalypti,"['e', 'u', 'c', 'a', 'l', 'y', 'p', 't', 'i']","['s', 'n', 'r', 'd', 'o', 'b']",9,4,True
summonsed,"['s', 'u', 'm', 'm', 'o', 'n', 's', 'e', 'd']","['i', 'r', 'a', 'l', 't', 'c', 'h']",9,3,True
postman,"['p', 'o', 's', 't', 'm', 'a', 'n']","['e', 'i', 'r', 'l', 'u', 'c', 'h', 'b']",7,2,True
spiny,"['s', 'p', 'i', 'n', 'y']","['e', 'a', 'o', 'u', 'l', 't', 'k']",5,3,True
memorialises,"['m', 'e', 'm', 'o', 'r', 'i', 'a', 'l', 'i', 's', 'e', 's']","['n', 't', 'c', 'p', 'd']",12,5,True
immersion,"['i', 'm', 'm', 'e', 'r', 's', 'i', 'o', 'n']","['a', 't', 'l', 'd', 'g', 'c']",9,4,True
marina,"['m', 'a', 'r', 'i', 'n', 'a']","['e', 's', 'o', 'g', 'l', 't', 'c', 'u', 'y']",6,1,True
