target,discovered,wrong letters,number of hits,lives remaining,game won
accosts,"['a', 'c', 'c', 'o', 's', 't', 's']","['e', 'i', 'r']",7,7,True
compartment,"['c', 'o', 'm', 'p', 'a', 'r', 't', 'm', 'e', 'n', 't']",['s'],11,9,True
tank,"['t', 'a', 'n', 'k']","['e', 's', 'o', 'l', 'r', 'g']",4,4,True
deadened,"['d', 'e', 'a', 'd', 'e', 'n', 'e', 'd']",[],8,10,True
stunts,"['s', 't', 'u', 'n', 't', 's']",['e'],6,9,True
disallows,"['d', 'i', 's', 'a', 'l', 'l', 'o', 'w', 's']",['e'],9,9,True
slackly,"['s', 'l', 'a', 'c', 'k', 'l', 'y']","['e', 'i', 'n']",7,7,True
punching,"['p', 'u', 'n', 'c', 'h', 'i', 'n', 'g']","['e', 'm', 'l']",8,7,True
clarinettists,"['c', 'l', 'a', 'r', 'i', 'n', 'e', 't', 't', 'i', 's', 't', 's']",[],13,10,True
pentathlon,"['p', 'e', 'n', 't', 'a', 't', 'h', 'l', 'o', 'n']","['i', 'r']",10,8,True
collaborations,"['c', 'o', 'l', 'l', 'a', 'b', 'o', 'r', 'a', 't', 'i', 'o', 'n', 's']",['m'],14,9,True
befriends,"['b', 'e', 'f', 'r', 'i', 'e', 'n', 'd', 's']",['t'],9,9,True
queen,"['q', 'u', 'e', 'e', 'n']","['s', 'r', 'l', 't']",5,6,True
indorsed,"['i', 'n', 'd', 'o', 'r', 's', 'e', 'd']",[],8,10,True
conjoined,"['c', 'o', 'n', 'j', 'o', 'i', 'n', 'e', 'd']","['s', 't', 'a']",9,7,True
open,"['o', 'p', 'e', 'n']","['s', 'd', 'r', 'l', 'x', 'm']",4,4,True
bullfight,"['b', 'u', 'l', 'l', 'f', 'i', 'g', 'h', 't']","['e', 's', 'a', 'o']",9,6,True
debate,"['d', 'e', 'b', 'a', 't', 'e']","['r', 'o', 'p']",6,7,True
meg,"['m', 'e', 'g']","['a', 'o', 't', 'w', 'p', 'd']",3,4,True
closeouts,"['c', 'l', 'o', 's', 'e', 'o', 'u', 't', 's']",['i'],9,9,True
harmful,"['h', 'a', 'r', 'm', 'f', 'u', 'l']","['e', 'i', 'o', 't']",7,6,True
ductile,"['d', 'u', 'c', 't', 'i', 'l', 'e']","['a', 'o', 's', 'f']",7,6,True
bobble,"['b', 'o', 'b', 'b', 'l', 'e']",[],6,10,True
town,"['t', 'o', 'w', 'n']","['e', 's', 'l', 'r']",4,6,True
greediness,"['g', 'r', 'e', 'e', 'd', 'i', 'n', 'e', 's', 's']",[],10,10,True
monocles,"['m', 'o', 'n', 'o', 'c', 'l', 'e', 's']","['i', 'a']",8,8,True
whippersnapper,"['w', 'h', 'i', 'p', 'p', 'e', 'r', 's', 'n', 'a', 'p', 'p', 'e', 'r']",[],14,10,True
puppy,"['p', 'u', 'p', 'p', 'y']","['s', 'e', 'a', 'o', 'i', 'm', 'l', 'n', 'r']",5,1,True
plenipotentiary,"['p', 'l', 'e', 'n', 'i', 'p', 'o', 't', 'e', 'n', 't', 'i', 'a', 'r', 'y']",[],15,10,True
crustiest,"['c', 'r', 'u', 's', 't', 'i', 'e', 's', 't']",['f'],9,9,True
stipulate,"['s', 't', 'i', 'p', 'u', 'l', 'a', 't', 'e']",['m'],9,9,True
scumbags,"['s', 'c', 'u', 'm', 'b', 'a', 'g', 's']","['e', 'i', 'o']",8,7,True
sufferers,"['s', 'u', 'f', 'f', 'e', 'r', 'e', 'r', 's']",[],9,10,True
fishtail,"['f', 'i', 's', 'h', 't', 'a', 'i', 'l']",['e'],8,9,True
wretchedness,"['w', 'r', 'e', 't', 'c', 'h', 'e', 'd', 'n', 'e', 's', 's']",[],12,10,True
hollering,"['h', 'o', 'l', 'l', 'e', 'r', 'i', 'n', 'g']","['t', 'm', 'd']",9,7,True
bassinet,"['b', 'a', 's', 's', 'i', 'n', 'e', 't']",[],8,10,True
loathsome,"['l', 'o', 'a', 't', 'h', 's', 'o', 'm', 'e']",[],9,10,True
baser,"['b', 'a', 's', 'e', 'r']","['d', 'o', 'l']",5,7,True
cunninger,"['c', 'u', 'n', 'n', 'i', 'n', 'g', 'e', 'r']","['s', 'd', 't']",9,7,True
weighing,"['w', 'e', 'i', 'g', 'h', 'i', 'n', 'g']",[],8,10,True
executrixes,"['e', 'x', 'e', 'c', 'u', 't', 'r', 'i', 'x', 'e', 's']",[],11,10,True
armfuls,"['a', 'r', 'm', 'f', 'u', 'l', 's']","['e', 'i', 'o']",7,7,True
extrovert,"['e', 'x', 't', 'r', 'o', 'v', 'e', 'r', 't']",[],9,10,True
relinquishing,"['r', 'e', 'l', 'i', 'n', 'q', 'u', 'i', 's', 'h', 'i', 'n', 'g']",[],13,10,True
persuades,"['p', 'e', 'r', 's', 'u', 'a', 'd', 'e', 's']",[],9,10,True
badgered,"['b', 'a', 'd', 'g', 'e', 'r', 'e', 'd']",['t'],8,9,True
dark,"['d', 'a', 'r', 'k']","['e', 's', 'o', 'l', 't', 'n']",4,4,True
pitchfork,"['p', 'i', 't', 'c', 'h', 'f', 'o', 'r', 'k']","['e', 's', 'a']",9,7,True
clews,"['c', 'l', 'e', 'w', 's']","['r', 'f', 'g']",5,7,True
stomachs,"['s', 't', 'o', 'm', 'a', 'c', 'h', 's']","['e', 'i', 'k', 'p', 'l']",8,5,True
chancery,"['c', 'h', 'a', 'n', 'c', 'e', 'r', 'y']","['s', 't', 'l']",8,7,True
hostel,"['h', 'o', 's', 't', 'e', 'l']","['d', 'r', 'n']",6,7,True
nonsexist,"['n', 'o', 'n', 's', 'e', 'x', 'i', 's', 't']",[],9,10,True
pinafores,"['p', 'i', 'n', 'a', 'f', 'o', 'r', 'e', 's']",['g'],9,9,True
satirists,"['s', 'a', 't', 'i', 'r', 'i', 's', 't', 's']",['e'],9,9,True
hypothermia,"['h', 'y', 'p', 'o', 't', 'h', 'e', 'r', 'm', 'i', 'a']",[],11,10,True
kibitzing,"['k', 'i', 'b', 'i', 't', 'z', 'i', 'n', 'g']","['e', 'v', 'm']",9,7,True
sinner,"['s', 'i', 'n', 'n', 'e', 'r']",['d'],6,9,True
suitcase,"['s', 'u', 'i', 't', 'c', 'a', 's', 'e']",[],8,10,True
eavesdropping,"['e', 'a', 'v', 'e', 's', 'd', 'r', 'o', 'p', 'p', 'i', 'n', 'g']",[],13,10,True
numerating,"['n', 'u', 'm', 'e', 'r', 'a', 't', 'i', 'n', 'g']",[],10,10,True
discolour,"['d', 'i', 's', 'c', 'o', 'l', 'o', 'u', 'r']","['e', 'n']",9,8,True
brontosaurus,"['b', 'r', 'o', 'n', 't', 'o', 's', 'a', 'u', 'r', 'u', 's']","['e', 'i']",12,8,True
censuring,"['c', 'e', 'n', 's', 'u', 'r', 'i', 'n', 'g']",['o'],9,9,True
yoked,"['y', 'o', 'k', 'e', 'd']","['s', 'a', 'w', 'p', 't', 'r', 'n']",5,3,True
curled,"['c', 'u', 'r', 'l', 'e', 'd']","['a', 'o', 'i', 'f', 'p', 'h']",6,4,True
tectonics,"['t', 'e', 'c', 't', 'o', 'n', 'i', 'c', 's']","['m', 'r']",9,8,True
august,"['a', 'u', 'g', 'u', 's', 't']","['e', 'i', 'o']",6,7,True
handwork,"['h', 'a', 'n', 'd', 'w', 'o', 'r', 'k']","['e', 'i', 's']",8,7,True
hack,"['_', 'a', 'c', 'k']","['e', 's', 'o', 'l', 'r', 'n', 't', 'm', 'y', 'p']",3,0,False
diocesan,"['d', 'i', 'o', 'c', 'e', 's', 'a', 'n']",[],8,10,True
potions,"['p', 'o', 't', 'i', 'o', 'n', 's']","['e', 'm', 'l']",7,7,True
filbert,"['f', 'i', 'l', 'b', 'e', 'r', 't']","['s', 'c']",7,8,True
chortle,"['c', 'h', 'o', 'r', 't', 'l', 'e']","['a', 'i', 'u']",7,7,True
propulsive,"['p', 'r', 'o', 'p', 'u', 'l', 's', 'i', 'v', 'e']","['a', 't']",10,8,True
boulder,"['b', 'o', 'u', 'l', 'd', 'e', 'r']","['s', 'n', 'm']",7,7,True
dabble,"['d', 'a', 'b', 'b', 'l', 'e']","['o', 'g']",6,8,True
wranglers,"['w', 'r', 'a', 'n', 'g', 'l', 'e', 'r', 's']",['o'],9,9,True
airport,"['a', 'i', 'r', 'p', 'o', 'r', 't']","['e', 's', 'l']",7,7,True
cavils,"['c', 'a', 'v', 'i', 'l', 's']","['e', 'o', 'n', 't', 'r', 'm']",6,4,True
placates,"['p', 'l', 'a', 'c', 'a', 't', 'e', 's']","['i', 'r']",8,8,True
news,"['n', 'e', 'w', 's']",['t'],4,9,True
timepiece,"['t', 'i', 'm', 'e', 'p', 'i', 'e', 'c', 'e']",['r'],9,9,True
circumcises,"['c', 'i', 'r', 'c', 'u', 'm', 'c', 'i', 's', 'e', 's']",[],11,10,True
earphone,"['e', 'a', 'r', 'p', 'h', 'o', 'n', 'e']",[],8,10,True
semaphored,"['s', 'e', 'm', 'a', 'p', 'h', 'o', 'r', 'e', 'd']",[],10,10,True
damson,"['d', 'a', 'm', 's', 'o', 'n']",['e'],6,9,True
heave,"['h', 'e', 'a', 'v', 'e']","['s', 'w', 'l']",5,7,True
hopelessly,"['h', 'o', 'p', 'e', 'l', 'e', 's', 's', 'l', 'y']",['t'],10,9,True
handwork,"['h', 'a', 'n', 'd', 'w', 'o', 'r', 'k']","['e', 'i', 's']",8,7,True
depletion,"['d', 'e', 'p', 'l', 'e', 't', 'i', 'o', 'n']",['r'],9,9,True
aces,"['a', 'c', 'e', 's']","['o', 'x', 'g', 'w', 'y', 'l', 'p', 'r']",4,2,True
dainty,"['d', 'a', 'i', 'n', 't', 'y']","['e', 's', 'l', 'o']",6,6,True
anchorite,"['a', 'n', 'c', 'h', 'o', 'r', 'i', 't', 'e']",[],9,10,True
kale,"['k', 'a', 'l', 'e']","['t', 'g', 'm', 'w']",4,6,True
weaned,"['w', 'e', 'a', 'n', 'e', 'd']","['t', 'l', 'r', 's']",6,6,True
entitled,"['e', 'n', 't', 'i', 't', 'l', 'e', 'd']","['s', 'r']",8,8,True
babes,"['_', 'a', '_', 'e', 's']","['r', 'l', 't', 'n', 'g', 'k', 'd', 'c', 'x', 'v']",3,0,False
classmates,"['c', 'l', 'a', 's', 's', 'm', 'a', 't', 'e', 's']",['o'],10,9,True
knack,"['k', 'n', 'a', 'c', 'k']","['s', 'e', 'r', 'l']",5,6,True
pierced,"['p', 'i', 'e', 'r', 'c', 'e', 'd']",['l'],7,9,True
humanitarian,"['h', 'u', 'm', 'a', 'n', 'i', 't', 'a', 'r', 'i', 'a', 'n']",['e'],12,9,True
electricians,"['e', 'l', 'e', 'c', 't', 'r', 'i', 'c', 'i', 'a', 'n', 's']",[],12,10,True
snappy,"['s', 'n', 'a', 'p', 'p', 'y']",['e'],6,9,True
ends,"['e', 'n', 'd', 's']","['g', 'l', 'r']",4,7,True
goldfishes,"['g', 'o', 'l', 'd', 'f', 'i', 's', 'h', 'e', 's']",['a'],10,9,True
archivists,"['a', 'r', 'c', 'h', 'i', 'v', 'i', 's', 't', 's']",['e'],10,9,True
motherliness,"['m', 'o', 't', 'h', 'e', 'r', 'l', 'i', 'n', 'e', 's', 's']",['f'],12,9,True
exemplars,"['e', 'x', 'e', 'm', 'p', 'l', 'a', 'r', 's']","['t', 'y']",9,8,True
fiddled,"['f', 'i', 'd', 'd', 'l', 'e', 'd']","['s', 'u']",7,8,True
segregationists,"['s', 'e', 'g', 'r', 'e', 'g', 'a', 't', 'i', 'o', 'n', 'i', 's', 't', 's']",[],15,10,True
govern,"['g', 'o', 'v', 'e', 'r', 'n']",['s'],6,9,True
kookaburras,"['k', 'o', 'o', 'k', 'a', 'b', 'u', 'r', 'r', 'a', 's']","['e', 'i']",11,8,True
demesne,"['d', 'e', 'm', 'e', 's', 'n', 'e']",['r'],7,9,True
publicans,"['p', 'u', 'b', 'l', 'i', 'c', 'a', 'n', 's']","['e', 'o']",9,8,True
boutique,"['b', 'o', 'u', 't', 'i', 'q', 'u', 'e']","['a', 'l', 'n']",8,7,True
affair,"['a', 'f', 'f', 'a', 'i', 'r']","['e', 's']",6,8,True
miaowed,"['m', 'i', 'a', 'o', 'w', 'e', 'd']","['s', 'l', 'r', 't', 'c']",7,5,True
pan,"['p', 'a', 'n']","['t', 'w']",3,8,True
pleasantest,"['p', 'l', 'e', 'a', 's', 'a', 'n', 't', 'e', 's', 't']",[],11,10,True
linkup,"['l', 'i', 'n', 'k', 'u', 'p']","['e', 's']",6,8,True
enshrines,"['e', 'n', 's', 'h', 'r', 'i', 'n', 'e', 's']",[],9,10,True
backpacks,"['b', 'a', 'c', 'k', 'p', 'a', 'c', 'k', 's']","['e', 'i', 'o', 'l', 'r']",9,5,True
throughout,"['t', 'h', 'r', 'o', 'u', 'g', 'h', 'o', 'u', 't']","['e', 'i']",10,8,True
skiff,"['s', 'k', 'i', 'f', 'f']","['e', 'a', 'o', 'l', 't', 'n']",5,4,True
helpfully,"['h', 'e', 'l', 'p', 'f', 'u', 'l', 'l', 'y']","['i', 'a', 't']",9,7,True
mantel,"['m', 'a', 'n', 't', 'e', 'l']","['d', 's', 'r', 'c']",6,6,True
amateurs,"['a', 'm', 'a', 't', 'e', 'u', 'r', 's']",[],8,10,True
brusqueness,"['b', 'r', 'u', 's', 'q', 'u', 'e', 'n', 'e', 's', 's']",[],11,10,True
killer,"['k', 'i', 'l', 'l', 'e', 'r']","['d', 's', 't', 'g', 'p', 'm', 'f']",6,3,True
jays,"['_', 'a', 'y', 's']","['e', 't', 'p', 'g', 'm', 'w', 'n', 'l', 'h', 'd']",3,0,False
chromium,"['c', 'h', 'r', 'o', 'm', 'i', 'u', 'm']","['e', 'n', 's', 'l', 'a']",8,5,True
uphold,"['u', 'p', 'h', 'o', 'l', 'd']","['e', 's', 'i', 'a', 'n']",6,5,True
demarcating,"['d', 'e', 'm', 'a', 'r', 'c', 'a', 't', 'i', 'n', 'g']",[],11,10,True
rowel,"['r', 'o', 'w', 'e', 'l']","['s', 'd', 'v']",5,7,True
ganglion,"['g', 'a', 'n', 'g', 'l', 'i', 'o', 'n']","['e', 't']",8,8,True
flanks,"['f', 'l', 'a', 'n', 'k', 's']","['e', 'r']",6,8,True
anaesthetists,"['a', 'n', 'a', 'e', 's', 't', 'h', 'e', 't', 'i', 's', 't', 's']",[],13,10,True
peppermints,"['p', 'e', 'p', 'p', 'e', 'r', 'm', 'i', 'n', 't', 's']",[],11,10,True
mirroring,"['m', 'i', 'r', 'r', 'o', 'r', 'i', 'n', 'g']","['e', 's', 'l', 'c']",9,6,True
forecloses,"['f', 'o', 'r', 'e', 'c', 'l', 'o', 's', 'e', 's']",[],10,10,True
fettering,"['f', 'e', 't', 't', 'e', 'r', 'i', 'n', 'g']",[],9,10,True
mobilisation,"['m', 'o', 'b', 'i', 'l', 'i', 's', 'a', 't', 'i', 'o', 'n']","['e', 'c']",12,8,True
hippopotami,"['h', 'i', 'p', 'p', 'o', 'p', 'o', 't', 'a', 'm', 'i']",['e'],11,9,True
racquetball,"['r', 'a', 'c', 'q', 'u', 'e', 't', 'b', 'a', 'l', 'l']","['n', 's']",11,8,True
cablecasts,"['c', 'a', 'b', 'l', 'e', 'c', 'a', 's', 't', 's']",[],10,10,True
noshed,"['n', 'o', 's', 'h', 'e', 'd']","['a', 'l', 'p', 'b', 'r']",6,5,True
spinner,"['s', 'p', 'i', 'n', 'n', 'e', 'r']","['d', 't']",7,8,True
inverts,"['i', 'n', 'v', 'e', 'r', 't', 's']",['c'],7,9,True
unguents,"['u', 'n', 'g', 'u', 'e', 'n', 't', 's']",[],8,10,True
fulminating,"['f', 'u', 'l', 'm', 'i', 'n', 'a', 't', 'i', 'n', 'g']",['e'],11,9,True
offhandedly,"['o', 'f', 'f', 'h', 'a', 'n', 'd', 'e', 'd', 'l', 'y']",['s'],11,9,True
networked,"['n', 'e', 't', 'w', 'o', 'r', 'k', 'e', 'd']",[],9,10,True
deviations,"['d', 'e', 'v', 'i', 'a', 't', 'i', 'o', 'n', 's']",[],10,10,True
reveller,"['r', 'e', 'v', 'e', 'l', 'l', 'e', 'r']","['d', 't', 'm']",8,7,True
haversacks,"['h', 'a', 'v', 'e', 'r', 's', 'a', 'c', 'k', 's']","['i', 'l']",10,8,True
corruptly,"['c', 'o', 'r', 'r', 'u', 'p', 't', 'l', 'y']","['e', 'i', 'a']",9,7,True
seventieths,"['s', 'e', 'v', 'e', 'n', 't', 'i', 'e', 't', 'h', 's']",[],11,10,True
loners,"['l', 'o', 'n', 'e', 'r', 's']","['w', 'v', 'g']",6,7,True
exclude,"['e', 'x', 'c', 'l', 'u', 'd', 'e']","['n', 'i', 'a', 'o']",7,6,True
bluffing,"['b', 'l', 'u', 'f', 'f', 'i', 'n', 'g']","['e', 'a', 'o', 's', 'r']",8,5,True
inhibits,"['i', 'n', 'h', 'i', 'b', 'i', 't', 's']",['e'],8,9,True
blaspheme,"['b', 'l', 'a', 's', 'p', 'h', 'e', 'm', 'e']","['i', 'n']",9,8,True
firewood,"['f', 'i', 'r', 'e', 'w', 'o', 'o', 'd']",[],8,10,True
spiked,"['s', 'p', 'i', 'k', 'e', 'd']","['a', 'o', 't']",6,7,True
screenplay,"['s', 'c', 'r', 'e', 'e', 'n', 'p', 'l', 'a', 'y']",[],10,10,True
chorus,"['c', 'h', 'o', 'r', 'u', 's']","['e', 'a']",6,8,True
unwinds,"['u', 'n', 'w', 'i', 'n', 'd', 's']",['e'],7,9,True
flopped,"['f', 'l', 'o', 'p', 'p', 'e', 'd']","['s', 'c', 't']",7,7,True
acquisitiveness,"['a', 'c', 'q', 'u', 'i', 's', 'i', 't', 'i', 'v', 'e', 'n', 'e', 's', 's']",[],15,10,True
accord,"['a', 'c', 'c', 'o', 'r', 'd']","['e', 's', 'i', 'u', 'f']",6,5,True
backwoods,"['b', 'a', 'c', 'k', 'w', 'o', 'o', 'd', 's']","['e', 'i', 'r']",9,7,True
fink,"['f', 'i', 'n', 'k']","['e', 's', 'o', 'a', 'l', 'm']",4,4,True
m,['m'],"['x', 'e', 't', 'g']",1,6,True
spearhead,"['s', 'p', 'e', 'a', 'r', 'h', 'e', 'a', 'd']",[],9,10,True
greedier,"['g', 'r', 'e', 'e', 'd', 'i', 'e', 'r']",[],8,10,True
chords,"['c', 'h', 'o', 'r', 'd', 's']","['e', 'a', 'u']",6,7,True
aviatrix,"['a', 'v', 'i', 'a', 't', 'r', 'i', 'x']",['e'],8,9,True
deactivated,"['d', 'e', 'a', 'c', 't', 'i', 'v', 'a', 't', 'e', 'd']",[],11,10,True
infantries,"['i', 'n', 'f', 'a', 'n', 't', 'r', 'i', 'e', 's']",[],10,10,True
hoaxes,"['h', 'o', 'a', 'x', 'e', 's']","['d', 'r', 'l']",6,7,True
diminuendos,"['d', 'i', 'm', 'i', 'n', 'u', 'e', 'n', 'd', 'o', 's']",[],11,10,True
sternum,"['s', 't', 'e', 'r', 'n', 'u', 'm']","['o', 'i']",7,8,True
inanimate,"['i', 'n', 'a', 'n', 'i', 'm', 'a', 't', 'e']",[],9,10,True
frontiersman,"['f', 'r', 'o', 'n', 't', 'i', 'e', 'r', 's', 'm', 'a', 'n']",[],12,10,True
ouch,"['o', 'u', 'c', 'h']","['e', 's', 'l', 't', 'n']",4,5,True
corroding,"['c', 'o', 'r', 'r', 'o', 'd', 'i', 'n', 'g']","['e', 'w', 't', 'l']",9,6,True
repasts,"['r', 'e', 'p', 'a', 's', 't', 's']",['n'],7,9,True
revilement,"['r', 'e', 'v', 'i', 'l', 'e', 'm', 'e', 'n', 't']",['d'],10,9,True
semicircular,"['s', 'e', 'm', 'i', 'c', 'i', 'r', 'c', 'u', 'l', 'a', 'r']",[],12,10,True
scow,"['s', 'c', 'o', 'w']","['e', 'a', 't', 'n', 'l', 'h']",4,4,True
walkway,"['w', 'a', 'l', 'k', 'w', 'a', 'y']","['e', 'i', 'n', 't']",7,6,True
arterial,"['a', 'r', 't', 'e', 'r', 'i', 'a', 'l']",[],8,10,True
ensnare,"['e', 'n', 's', 'n', 'a', 'r', 'e']",[],7,10,True
comfortably,"['c', 'o', 'm', 'f', 'o', 'r', 't', 'a', 'b', 'l', 'y']","['e', 'i']",11,8,True
performance,"['p', 'e', 'r', 'f', 'o', 'r', 'm', 'a', 'n', 'c', 'e']",[],11,10,True
touching,"['t', 'o', 'u', 'c', 'h', 'i', 'n', 'g']","['e', 'a']",8,8,True
lopsidedness,"['l', 'o', 'p', 's', 'i', 'd', 'e', 'd', 'n', 'e', 's', 's']",[],12,10,True
electroplating,"['e', 'l', 'e', 'c', 't', 'r', 'o', 'p', 'l', 'a', 't', 'i', 'n', 'g']",[],14,10,True
lunchbox,"['l', 'u', 'n', 'c', 'h', 'b', 'o', 'x']","['e', 'i', 'a']",8,7,True
glints,"['g', 'l', 'i', 'n', 't', 's']","['e', 'a', 'o']",6,7,True
shifted,"['s', 'h', 'i', 'f', 't', 'e', 'd']","['o', 'a']",7,8,True
abjectly,"['a', 'b', 'j', 'e', 'c', 't', 'l', 'y']","['r', 'i', 's']",8,7,True
encircled,"['e', 'n', 'c', 'i', 'r', 'c', 'l', 'e', 'd']","['s', 'a']",9,8,True
vitally,"['v', 'i', 't', 'a', 'l', 'l', 'y']","['e', 's']",7,8,True
checkrooms,"['c', 'h', 'e', 'c', 'k', 'r', 'o', 'o', 'm', 's']",['i'],10,9,True
troupes,"['t', 'r', 'o', 'u', 'p', 'e', 's']","['i', 'l', 'a', 'g']",7,6,True
morphemes,"['m', 'o', 'r', 'p', 'h', 'e', 'm', 'e', 's']",['t'],9,9,True
coalesced,"['c', 'o', 'a', 'l', 'e', 's', 'c', 'e', 'd']",['t'],9,9,True
foxhound,"['f', 'o', 'x', 'h', 'o', 'u', 'n', 'd']","['e', 'i', 'a', 'c', 't']",8,5,True
citizen,"['c', 'i', 't', 'i', 'z', 'e', 'n']","['s', 'd', 'r', 'l']",7,6,True
thriftier,"['t', 'h', 'r', 'i', 'f', 't', 'i', 'e', 'r']","['s', 'd', 'a']",9,7,True
bromides,"['b', 'r', 'o', 'm', 'i', 'd', 'e', 's']","['c', 'p']",8,8,True
bumping,"['b', 'u', 'm', 'p', 'i', 'n', 'g']","['e', 'a', 'o', 'l', 's', 'f', 'h', 'd']",7,2,True
wheels,"['w', 'h', 'e', 'e', 'l', 's']",['r'],6,9,True
branding,"['b', 'r', 'a', 'n', 'd', 'i', 'n', 'g']","['e', 'u', 'k', 't', 'c']",8,5,True
dramatise,"['d', 'r', 'a', 'm', 'a', 't', 'i', 's', 'e']",[],9,10,True
sputtering,"['s', 'p', 'u', 't', 't', 'e', 'r', 'i', 'n', 'g']","['a', 'l']",10,8,True
crossbar,"['c', 'r', 'o', 's', 's', 'b', 'a', 'r']","['e', 'i', 'l']",8,7,True
boundaries,"['b', 'o', 'u', 'n', 'd', 'a', 'r', 'i', 'e', 's']",[],10,10,True
achiever,"['a', 'c', 'h', 'i', 'e', 'v', 'e', 'r']","['d', 't', 'n']",8,7,True
unlikelihood,"['u', 'n', 'l', 'i', 'k', 'e', 'l', 'i', 'h', 'o', 'o', 'd']",[],12,10,True
authors,"['a', 'u', 't', 'h', 'o', 'r', 's']","['e', 'i']",7,8,True
inattention,"['i', 'n', 'a', 't', 't', 'e', 'n', 't', 'i', 'o', 'n']",[],11,10,True
foreshorten,"['f', 'o', 'r', 'e', 's', 'h', 'o', 'r', 't', 'e', 'n']",[],11,10,True
doorbells,"['d', 'o', 'o', 'r', 'b', 'e', 'l', 'l', 's']",['t'],9,9,True
landslid,"['l', 'a', 'n', 'd', 's', 'l', 'i', 'd']","['e', 'c']",8,8,True
swindled,"['s', 'w', 'i', 'n', 'd', 'l', 'e', 'd']",['r'],8,9,True
impassively,"['i', 'm', 'p', 'a', 's', 's', 'i', 'v', 'e', 'l', 'y']",[],11,10,True
antediluvian,"['a', 'n', 't', 'e', 'd', 'i', 'l', 'u', 'v', 'i', 'a', 'n']",[],12,10,True
phalluses,"['p', 'h', 'a', 'l', 'l', 'u', 's', 'e', 's']","['o', 'i']",9,8,True
appropriating,"['a', 'p', 'p', 'r', 'o', 'p', 'r', 'i', 'a', 't', 'i', 'n', 'g']",[],13,10,True
squintest,"['s', 'q', 'u', 'i', 'n', 't', 'e', 's', 't']",[],9,10,True
entrant,"['e', 'n', 't', 'r', 'a', 'n', 't']",['i'],7,9,True
constrained,"['c', 'o', 'n', 's', 't', 'r', 'a', 'i', 'n', 'e', 'd']",[],11,10,True
disenchanted,"['d', 'i', 's', 'e', 'n', 'c', 'h', 'a', 'n', 't', 'e', 'd']",[],12,10,True
hop,"['h', 'o', 'p']","['a', 't', 'b', 'w', 'd', 'm', 'f', 'l']",3,2,True
populists,"['p', 'o', 'p', 'u', 'l', 'i', 's', 't', 's']","['e', 'a']",9,8,True
fiat,"['f', 'i', 'a', 't']","['e', 's', 'o', 'r', 'l', 'h', 'g']",4,3,True
moments,"['m', 'o', 'm', 'e', 'n', 't', 's']",[],7,10,True
swaps,"['s', 'w', 'a', 'p', 's']",['t'],5,9,True
trickled,"['t', 'r', 'i', 'c', 'k', 'l', 'e', 'd']","['s', 'p', 'z', 'u']",8,6,True
pledging,"['p', 'l', 'e', 'd', 'g', 'i', 'n', 'g']",[],8,10,True
s,['_'],"['x', 'e', 't', 'g', 'm', 'f', 'w', 'q', 'n', 'o']",0,0,False
replaces,"['r', 'e', 'p', 'l', 'a', 'c', 'e', 's']","['d', 'i']",8,8,True
slump,"['s', 'l', 'u', 'm', 'p']","['e', 'a', 'o', 'i', 'n']",5,5,True
mollify,"['m', 'o', 'l', 'l', 'i', 'f', 'y']","['e', 'n', 's', 't']",7,6,True
gossipping,"['g', 'o', 's', 's', 'i', 'p', 'p', 'i', 'n', 'g']","['e', 'f']",10,8,True
sauced,"['s', 'a', 'u', 'c', 'e', 'd']","['t', 'l', 'r', 'g', 'n', 'p']",6,4,True
provider,"['p', 'r', 'o', 'v', 'i', 'd', 'e', 'r']",['s'],8,9,True
preconceive,"['p', 'r', 'e', 'c', 'o', 'n', 'c', 'e', 'i', 'v', 'e']",[],11,10,True
popcorn,"['p', 'o', 'p', 'c', 'o', 'r', 'n']","['e', 'i', 'a', 's', 't']",7,5,True
rectangles,"['r', 'e', 'c', 't', 'a', 'n', 'g', 'l', 'e', 's']",['i'],10,9,True
comparatives,"['c', 'o', 'm', 'p', 'a', 'r', 'a', 't', 'i', 'v', 'e', 's']",[],12,10,True
dabbler,"['d', 'a', 'b', 'b', 'l', 'e', 'r']","['s', 'i']",7,8,True
rapacity,"['r', 'a', 'p', 'a', 'c', 'i', 't', 'y']","['e', 'n', 's', 'l']",8,6,True
palaeontologists,"['p', 'a', 'l', 'a', 'e', 'o', 'n', 't', 'o', 'l', 'o', 'g', 'i', 's', 't', 's']",[],16,10,True
vulcanises,"['v', 'u', 'l', 'c', 'a', 'n', 'i', 's', 'e', 's']",['g'],10,9,True
corollary,"['c', 'o', 'r', 'o', 'l', 'l', 'a', 'r', 'y']","['e', 'i']",9,8,True
mostly,"['m', 'o', 's', 't', 'l', 'y']","['e', 'i', 'a', 'u']",6,6,True
nearness,"['n', 'e', 'a', 'r', 'n', 'e', 's', 's']",['t'],8,9,True
intoned,"['i', 'n', 't', 'o', 'n', 'e', 'd']","['s', 'l', 'r', 'h']",7,6,True
levelheaded,"['l', 'e', 'v', 'e', 'l', 'h', 'e', 'a', 'd', 'e', 'd']",[],11,10,True
loudly,"['l', 'o', 'u', 'd', 'l', 'y']","['e', 's', 'i', 'a']",6,6,True
bylines,"['b', 'y', 'l', 'i', 'n', 'e', 's']",['a'],7,9,True
relativistic,"['r', 'e', 'l', 'a', 't', 'i', 'v', 'i', 's', 't', 'i', 'c']",[],12,10,True
